disease_id	phenotype_id	qualifier	evidence	onset	frequency	sex	modifier	aspect	publication	description
			PCS		7/109			P		
			IEA		7/9			P		
			PCS	HP:0011463	11/14			P		
			TAS		1/86			P		
			PCS		5/5		HP:0003676	P		
			PCS		3/53			P		
			PCS		29/199			P		
			PCS		110/573			P		
			PCS		8/573			P		
			PCS		118/199			P		
			PCS		45/58			P		
			PCS		8/53			P		
			PCS		31/146			P		
			PCS		7/53			P		
			PCS		37/146			P		
			PCS		19/53			P		
			PCS		11/53			P		
			PCS		25/63			P		
			PCS		112/140			P		
			PCS		44/146			P		
			PCS		58/146			P		
			PCS		12/573			P		
			PCS		6/53			P		
			PCS	HP:0011462	HP:0040284			P		
			PCS		140/292			P		
			PCS		54/146			P		
			PCS		34/53			P		
			PCS		33/53			P		
			PCS		72/626			P		
			PCS		124/197			P		
			PCS		13/53			P		
			PCS		2/53			P		
			PCS		49/146			P		
			PCS		3/573			P		
			PCS		31/53			P		
			PCS		119/251			P		
			PCS		38/53			P		
			PCS		36/53			P		
			PCS		29/625			P		
			PCS		67/111			P		
			PCS		93/251			P		
			PCS	HP:0003577	28/28			P		
			PCS		23/26			P		
			PCS		19/26			P		
			PCS		15/26			P		
			PCS		12/16			C		
			PCS				HP:0012832	P		
			PCS		35/60			P		
			PCS		13/30			P		
			PCS		26/42			P		
			PCS		44/73			P		
			PCS		42/73			P		
			PCS		35/66			P		
			PCS		33/59			P		
			PCS		25/74			P		
			PCS		43/74			P		
			PCS		24/70			P		
			PCS	HP:0003577	1/8			P		
			PCS	HP:0003577	1/13			P		
			PCS	HP:0003593	2/13			P		
			PCS	HP:0011463	3/3		HP:0012825	P		
			PCS		71/71			C		
			PCS		0/71			P		
			PCS		71/71			P		
			PCS		8/8	MALE		P		
			PCS		19/41			P		
			PCS		7/40			P		
			PCS		52/77			P		
			PCS		40/73			P		
			PCS		29/64			P		
			PCS	HP:0003623	79/85			P		
			PCS		21/61			P		
			PCS		126/126			P		
			IEA		5/23			P		
			PCS		8/49			P		
			PCS		27/61			P		
			PCS		4/67			P		
			PCS	HP:0003623	83/85			P		
			TAS		0/2			P		
			PCS		1/1		HP:0012828	P		
			PCS		1/8			H		
			PCS	HP:0003593	2/7			P		
			PCS		23/33			P		
			IEA		4/5			P		
			IEA		2/5			P		
			IEA		6/10			P		
			PCS	HP:0003581	18/18		HP:0012825	P		
			PCS	HP:0030674	3/7			P		
			PCS	HP:0030674	2/7			P		
			PCS		11/11		HP:0012825	P		
			PCS	HP:0003577	3/8			P		
			IEA	HP:0011461	3/3			P		
			PCS		13/24			P		
			PCS		1/24		HP:0012833	P		
			IEA		8/24			P		
			IEA		20/24			P		
			PCS	HP:0030674	2/2		HP:0012828	P		
			PCS	HP:0003621	10/10		HP:0012832	P		
			PCS	HP:0011461	2/6			P		
			PCS	HP:0011462	1/7			P		
			PCS		5/20			C		
			PCS		13/18			C		
			IEA		3/8			C		
			TAS			FEMALE		H		
			IEA	HP:0003593	HP:0040280			P		
			TAS		2/7			P		
			TAS		3/7			P		
			PCS	HP:0003584	2/3			P		
			PCS	HP:0003584	4/4			P		
			PCS		7/7		HP:0025295;HP:0025295	P		
			PCS		11/72			P		
			PCS		4/72			P		
			PCS	HP:0003577	4/72			P		
			PCS		9/72			P		
			PCS	HP:0003577	25/72			P		
			PCS	HP:0003577	18/72			P		
			PCS	HP:0003577	5/72			P		
			PCS		2/72			P		
			PCS		3/72			P		
			PCS		8/72			P		
			PCS		7/72			P		
			PCS		2/9		HP:0012825	P		
			PCS	HP:0011461	3/6			P		
			PCS	HP:0011463	17/17			P		
			IEA		6/10	FEMALE		P		
			TAS		2/5			P		
			PCS	HP:0011463	2/9			P		
			PCS		3/11	FEMALE		P		
			PCS		1/11	FEMALE		P		
			PCS		21/31			P		
			PCS		31/36			P		
			PCS					H		
			PCS		27/73			P		
			PCS		26/53			P		
			PCS		53/80			P		
			PCS		76/79			P		
			PCS		10/110			P		
			PCS		59/72			P		
			PCS		72/76			P		
			PCS		61/70			P		
			PCS		6/6		HP:0003676	P		
			PCS		13/33			C		
			PCS		6/33			C		
			PCS		4/33			C		
			PCS		8/33			C		
			PCS		19/33			P		
			PCS		9/9		HP:0031796	P		
			PCS		4/19			C		
			PCS		16/16		HP:0034060	P		
			PCS		11/11		HP:0034060	P		
			PCS		1/1		HP:0034060	P		
			TAS		0/1			P		
			PCS				HP:0033184	P		
			TAS		3/4			P		
			PCS		3/38			P		
			PCS		24/38			P		
			PCS		7/38			P		
			PCS		4/38			P		
			PCS		5/38			P		
			IEA	HP:0003577	3/38			P		
			PCS	HP:0003577	5/9			P		
			PCS	HP:0011461	6/7			P		
			TAS		4/10			P		
			PCS		11/29			C		
			PCS		32/43			P		
			PCS		4/48			P		
			PCS		26/32			C		
			PCS		1/10		HP:0012840	P		
			PCS	HP:0003596	4/16			P		
			PCS	HP:0003596	2/4			P		
			PCS		0/38			P		
			IEA		5/11		HP:0025212	P		
			IEA		3/5			C		
			PCS	HP:0003623	1/6			P		
			PCS	HP:0003593	18/18			P		
			IEA		1/18			P		
			PCS		34/48			C		
			PCS		6/17			C		
			PCS		34/44			P		
			PCS		11/32			P		
			PCS		25/45			P		
			PCS		5/21			C		
			PCS		21/33			P		
			PCS		4/23			C		
			PCS		23/35			P		
			PCS		19/44			P		
			PCS		25/46			P		
			PCS	HP:0003577	4/9			P		
			PCS	HP:0003623	19/20			P		
			PCS	HP:0003623	20/20			P		
			PCS	HP:0003623	3/20			P		
			PCS		1/7		HP:0031796	P		
			PCS	HP:0003581	6/9			P		
			PCS	HP:0003577	12/14			P		
			PCS		4/46			P		
			PCS		2/46			P		
			PCS		21/45			P		
			PCS		7/50			P		
			PCS		6/46			P		
			PCS		13/46			P		
			PCS		31/41			P		
			PCS		22/39			P		
			PCS		35/47			P		
			PCS		10/50			P		
			PCS		19/45			P		
			PCS		14/14		HP:0012828	P		
			PCS		11/14			C		
			PCS		1/2		HP:0033184	P		
			PCS	HP:0003621	1/2		HP:0025334	P		
			TAS	HP:0030674				P		
			PCS	HP:0011463	1/4		HP:0012832	P		
			PCS	HP:0011462	4/4			P		
			PCS		42/53			C		
			PCS		64/66			P		
			PCS		35/39			P		
			PCS		20/21			C		
			PCS		36/39			P		
			PCS		35/57			P		
			TAS		19/19			P		
			PCS		11/14	MALE		P		
			PCS		9/30	FEMALE		P		
			PCS		13/14	MALE		P		
			PCS		14/14	MALE		P		
			PCS		23/30	FEMALE		P		
			PCS		12/14	MALE		P		
			PCS		4/30	FEMALE		P		
			PCS		19/23			P		
			PCS		4/20			C		
			IEA		13/20			P		
			PCS		5/6	MALE		P		
			PCS		2/8		HP:0012825	P		
			PCS	HP:0003593	26/26			P		
			PCS		26/26			C		
			PCS		133/175			C		
			PCS		11/172			C		
			PCS		4/172			C		
			PCS		25/176			C		
			PCS		7/22			C		
			PCS		10/26			P		
			PCS		14/14	MALE		I		
			IEA	HP:0003577	13/13			P		
			PCS	HP:0003621	4/13			P		
			TAS		0/7			P		
			PCS		22/28		HP:0025377	P		
			PCS		17/28		HP:0025377	P		
			PCS		27/28		HP:0025377	P		
			IEA		0/104			P		
			TAS		0/12			P		
			TAS		12/12		HP:0012828	P		
			PCS		6/6		HP:0031375	P		
			PCS		18/29			P		
			PCS		22/29			C		
			PCS		12/46			P		
			PCS		22/54			P		
			PCS		16/29			P		
			PCS		82/210			P		
			PCS		74/109			P		
			PCS		13/79			C		
			PCS		44/136			P		
			PCS		137/142			P		
			PCS		63/79			C		
			PCS		7/142			P		
			PCS		115/131			P		
			PCS		10/142			P		
			TAS		3/79			C		
			PCS		13/142			P		
			PCS		99/126			P		
			PCS		101/116			P		
			PCS		3/20			C		
			TAS		3/11			P		
			TAS		0/11			P		
			PCS		16/27			P		
			PCS		31/38			C		
			PCS		14/33			P		
			PCS		57/64			P		
			PCS		9/38			P		
			PCS		1/38			P		
			PCS		8/45			P		
			PCS		2/44			P		
			PCS		2/36			P		
			PCS		51/55			P		
			PCS		11/38			P		
			PCS	HP:0003593	6/6		HP:0031375	P		
			PCS		4/4		HP:0012829	P		
			PCS	HP:0030674	11/11			P		
			PCS				HP:0034195	P		
			PCS	HP:0003584	1/5			P		
			PCS			FEMALE		H		
			TAS		5%			P		
			PCS		13/36			P		
			PCS					M		
			PCS		12/12		HP:0012828	P		
			IEA	HP:0003593	4/4			P		
			PCS	HP:0003621	5/10			P		
			PCS		76/266			P		
			PCS		58/266			P		
			PCS		63/266			P		
			PCS		47/266			P		
			PCS		81/266			P		
			PCS		124/266			P		
			PCS		267/267			P		
			PCS		56/266			P		
			IEA		1/11			C		
			TAS	HP:0011462				P		
			PCS		4/6	FEMALE		P		
			PCS	HP:0003577	21/21			P		
			PCS	HP:0003593	3/25			P		
			PCS	HP:0003593	5/25			P		
			PCS	HP:0003593	10/25			P		
			PCS	HP:0003581	5/13			P		
			PCS		54/115		HP:0031796	P		
			PCS		164/175		HP:0031796	P		
			PCS		13/115			P		
			PCS				HP:0031796	P		
			PCS		16/446			P		
			PCS		125/373			P		
			PCS		5/115			P		
			PCS		218/561		HP:0031796	P		
			PCS		30/446			P		
			PCS		34/446			P		
			PCS		349/488			P		
			PCS			MALE	HP:0031796	P		
			PCS		11/373			P		
			PCS		218/383		HP:0031796	P		
			PCS		17/446			P		
			PCS		89/373			P		
			PCS		520/819			P		
			PCS		353/446		HP:0031796	P		
			PCS	HP:0011463	22/35			P		
			PCS		20/38			P		
			PCS		30/39			P		
			PCS		29/39			P		
			PCS		10/34			P		
			PCS		19/36			P		
			IEA		15%			P		
			PCS		11/24			C		
			PCS		12/23			P		
			TAS	HP:0011463	3/3			P		
			TAS	HP:0003621	3/3			P		
			PCS		48/50			P		
			PCS		13/15		HP:0012828	P		
			PCS		32/42			P		
			PCS		13/35			P		
			PCS		41/43			P		
			IEA		2/42			P		
			PCS		18/45			P		
			PCS		22/42			P		
			PCS		3/39			P		
			IEA		1/42			P		
			TAS		2/22			C		
			TAS		5/6			P		
			PCS	HP:0003581	5/19			P		
			PCS		4/5	FEMALE		P		
			PCS	HP:0003593	14/14			P		
			PCS		10/40			C		
			PCS		20/40			C		
			PCS		20/78	FEMALE		P		
			PCS		HP:0040284	MALE		P		
			PCS		29/33			P		
			PCS	HP:0011463	1/2	FEMALE		P		
			PCS		15%			P		
			PCS	HP:0003581	HP:0040282			P		
			PCS		75%			P		
			PCS		80%			P		
			PCS	HP:0011462	30%			P		
			PCS		70%			P		
			PCS	HP:0003581	75%			P		
			PCS		14/15		HP:0011010	P		
			IEA	HP:0003593	1/1			P		
			IEA	HP:0003593	5/5			P		
			PCS	HP:0003581	4/16			P		
			PCS	HP:0011463	4/7			P		
			PCS		28/31			P		
			PCS	HP:0003596	2/8			P		
			PCS		6/6		HP:0031796	P		
			PCS	HP:0011461	1/13			P		
			PCS	HP:0003623	1/13			P		
			PCS	HP:0003577	4/13			P		
			PCS	HP:0011461	3/13			P		
			PCS		7/20			C		
			PCS		12/20			C		
			PCS		24/39			P		
			PCS		7/39			P		
			PCS		53/58			P		
			PCS		4/44			P		
			IEA		1/11			P		
			TAS				HP:0011010	P		
			PCS	HP:0003577	3/12			P		
			TAS		1/6			P		
			PCS	HP:0034199	2/11			P		
			PCS		8/92			P		
			PCS		5/92			P		
			PCS		10/92			P		
			PCS		9/92			P		
			PCS		3/92			P		
			PCS		58/92			P		
			PCS		4/92			P		
			PCS		20/92			P		
			PCS		25/92			P		
			PCS		92/92			C		
			PCS		7/92			P		
			PCS		72/92			P		
			PCS		2/92			P		
			PCS		7/43			P		
			PCS		39/83			H		
			PCS		19/74			P		
			PCS		11/92			P		
			PCS		40/92			P		
			PCS		1/92			P		
			PCS		10/38			P		
			PCS		60/92			P		
			TAS		1/2		HP:0012825	P		
			IEA				HP:0003680	P		
			PCS		1/1		HP:0012829	P		
			PCS	HP:0011461	3/7			P		
			PCS		1/29			H		
			IEA		13/16			P		
			PCS	HP:0003623	14/16			P		
			PCS		14/49			C		
			PCS		22/49			C		
			PCS		9/49			C		
			PCS		4/49			C		
			PCS		26/86			P		
			PCS	HP:0011462	4/4		HP:0033185	P		
			PCS		2/2		HP:0033185	P		
			IEA		11/11		HP:0012828	P		
			IEA		6/11		HP:0012828	P		
			IEA		4/11		HP:0012828	P		
			IEA		2/11		HP:0012828	P		
			IEA		5/15		HP:0012828	P		
			IEA		3/11		HP:0012828	P		
			IEA		10/11		HP:0012828	P		
			IEA		6/6	MALE	HP:0012828	P		
			PCS	HP:0003577	2/8			P		
			PCS		38/41			P		
			PCS		17/51			P		
			PCS		5/51			P		
			PCS		27/36			P		
			PCS		34/39			P		
			PCS		12/51			P		
			PCS		20/41			P		
			PCS	HP:0003621	9/9			P		
			PCS	HP:0003596		FEMALE		P		
			PCS	HP:0003577	7/7		HP:0012832	P		
			PCS	HP:0003577	14/14		HP:0012828	P		
			PCS		8/38			P		
			PCS		40/55			P		
			PCS	HP:0011461	8/15			P		
			PCS	HP:0011461	9/15			P		
			PCS		6/54			P		
			PCS		5/9	MALE		P		
			PCS		1/1		HP:0025215	P		
			PCS	HP:0003621		MALE		P		
			IEA			MALE		C		
			TAS		HP:0040282			I		
			PCS		0/75			P		
			TAS		2/12			P		
			PCS		13/24		HP:0031796	P		
			PCS		18/34			P		
			PCS	HP:0003584	2/4			P		
			PCS	HP:0003577	10/10		HP:0012828;HP:0012828	P		
			PCS		8/8		HP:0031375	P		
			PCS		2/187			P		
			PCS		4/187			P		
			PCS		38/174			P		
			PCS		7/187			P		
			PCS		43/187			P		
			PCS		6/187			P		
			PCS		35/37			P		
			IEA	HP:0011461	3/9			P		
			PCS	HP:0011461	2/9			P		
			PCS	HP:0011463		MALE		P		
			PCS		9/9		HP:0012828	P		
			IEA	HP:0003623				P		
			PCS	HP:0011461	12/18			P		
			PCS		15/26			C		
			PCS	HP:0003577	10/12			P		
			PCS		31/69			P		
			PCS		69/89			P		
			PCS		20/99			P		
			PCS		33/49			P		
			PCS		22/37			P		
			PCS		45/104			P		
			PCS		39/82			P		
			PCS		64/133			P		
			PCS		19/86			P		
			PCS		31/87			P		
			PCS		0/86			P		
			PCS		17/34			P		
			PCS		63/95			P		
			PCS		53/83			P		
			PCS		17/46			P		
			PCS		11/83			P		
			PCS		20/135			P		
			PCS		16/86			P		
			PCS		5/81			P		
			PCS		14/59			P		
			PCS		47/86			P		
			IEA	HP:0030674	3/9			P		
			PCS	HP:0003596	6/7			P		
			PCS		2/5			H		
			PCS		59/71			P		
			PCS		11/134			P		
			PCS		3/134			P		
			PCS		35/134			P		
			PCS		51/51			P		
			PCS		15/51			P		
			PCS		18/134			P		
			PCS	HP:0003581	53/134			P		
			PCS		5/11		HP:0012825	P		
			PCS		1/21		HP:0012832	P		
			IEA		3/21			P		
			PCS	HP:0003577	17/20			P		
			PCS	HP:0011461	12/19			P		
			PCS		4/5		HP:0033185	P		
			PCS	HP:0003593	13/15			P		
			IEA		1/15			P		
			PCS	HP:0003596	5/5			P		
			PCS		12/18		HP:0031796	P		
			TAS		7/8			P		
			TAS		5/7			P		
			TAS		5/7			I		
			PCS	HP:0003593			HP:0012828	P		
			PCS	HP:0003593	21/21			P		
			PCS		12/12		HP:0003676	P		
			PCS		10/10		HP:0012829	P		
			PCS		10/10		HP:0003676	P		
			PCS		1/13		HP:0012825	P		
			PCS		7/27			P		
			TAS	HP:0003593	HP:0040283			P		
			TAS		2/17			P		
			TAS		1/17			P		
			TAS		3/17			P		
			TAS		7/17			P		
			PCS	HP:0030674	5/5			P		
			PCS	HP:0011462	7/13			P		
			PCS	HP:0003593	4/4		HP:0012829	P		
			IEA		1/6			C		
			PCS		27/34			P		
			PCS		14/37			P		
			PCS		5/41			P		
			PCS		16/33			P		
			PCS		24/36			P		
			PCS		23/36			P		
			PCS		6/45			P		
			IEA	HP:0003577	15/26			P		
			PCS	HP:0003577	7/27			P		
			PCS	HP:0003577	11/25			P		
			PCS	HP:0003577	24/27			P		
			PCS	HP:0003577	23/27			P		
			PCS		5/12	MALE		P		
			PCS	HP:0003577	HP:0040282			P		
			PCS		78/88			P		
			PCS		28/46			P		
			PCS	HP:0003581	10/13			P		
			TAS		5/9			P		
			PCS		100%			P		
			IEA	HP:0003577	HP:0040283			P		
			PCS	HP:0003623	2/9			P		
			PCS		19/64			P		
			PCS		8/32			P		
			PCS	HP:0011461	3/32			P		
			PCS		25%			P		
			PCS				HP:0025215	P		
			IEA		11%			P		
			PCS	HP:0025710	3/4			P		
			PCS	HP:0011461	13/14			P		
			PCS	HP:0003593	15/15			P		
			PCS	HP:0011462	22/86			P		
			PCS		28/38			P		
			PCS	HP:0011463	4/15			P		
			PCS	HP:0003581	6/13			P		
			PCS		187/187			P		
			PCS	HP:0003581	9/33			P		
			PCS	HP:0003593	8/13			P		
			PCS	HP:0003581		MALE		P		
			PCS	HP:0003593	14/15			P		
			PCS		6/12	MALE		P		
			PCS		1/4		HP:0025228	P		
			PCS		17/21		HP:0025228;HP:0025228	P		
			PCS		3/17		HP:0025228	P		
			PCS		3/4		HP:0025228	P		
			PCS				HP:0012834	P		
			PCS		13/14		HP:0012837	P		
			PCS		19/21			C		
			PCS		23/66			P		
			PCS		31/154			P		
			PCS	HP:0003623	HP:0040281			P		
			PCS		146/244			C		
			PCS		210/786			P		
			PCS		10/66			P		
			PCS		42/66			P		
			PCS	HP:0003593	HP:0040281			P		
			PCS		105/165			P		
			PCS		216/244			P		
			PCS		1/82			P		
			PCS	HP:0011462	12/82			P		
			PCS		98/244			C		
			PCS		14/244			P		
			PCS		55/244			P		
			PCS		70/244			P		
			PCS		16/244			P		
			PCS	HP:0011461	57/244			P		
			PCS		150/180			P		
			PCS		146/244			P		
			PCS		50/62			P		
			PCS		244/244			P		
			PCS		90/165			P		
			PCS		50/244			P		
			PCS	HP:0011463	85/180			P		
			PCS		118/130			P		
			PCS	HP:0003581	3/67			P		
			PCS	HP:0003596	11/35			P		
			PCS		50/195			P		
			PCS	HP:0003581	2/26			P		
			PCS		38/40			P		
			PCS	HP:0003596	17/50			P		
			PCS		19/67			P		
			PCS	HP:0003581	7/15			P		
			PCS	HP:0003581	4/99			P		
			PCS		3/67			P		
			PCS		25/120			P		
			PCS		5/120			P		
			PCS		12/120			P		
			PCS		59/120			P		
			PCS	HP:0030674	1/12			P		
			PCS	HP:0011461	33/35			P		
			IEA		9/12			P		
			IEA		3/12			P		
			IEA		5/12			P		
			PCS	HP:0030674	7/7			P		
			PCS		11/11		HP:0003676	P		
			PCS		24/51			P		
			PCS		28/51			P		
			PCS		18/51			P		
			PCS		39/47			P		
			PCS		2/47			P		
			TAS		52/53			P		
			PCS		7/12	MALE		P		
			PCS		3/7	MALE		P		
			PCS		5/7	MALE		P		
			PCS		3/8	MALE		P		
			PCS	HP:0003593	8/10	MALE		P		
			PCS	HP:0003577	3/13			P		
			PCS	HP:0003596	2/5			P		
			TAS				HP:0012833	P		
			PCS		3/3		HP:0012839	P		
			PCS		19/37			P		
			PCS		14/24			C		
			PCS	HP:0003584	1/9			P		
			PCS		10/17			C		
			PCS		1/41			C		
			PCS		8/41			C		
			PCS		2/41			C		
			PCS		19/41			C		
			PCS		4/25			C		
			TAS		3/13			P		
			TAS		5/12			P		
			PCS			MALE	HP:0012833	P		
			PCS		7/44			P		
			PCS		51/57			P		
			PCS		0/44			P		
			PCS		30/38			P		
			PCS	HP:0011463	3/5			P		
			PCS		52/85			P		
			PCS		68/84			P		
			PCS		16/26			P		
			PCS		49/66			P		
			PCS		105/105			P		
			PCS		46/52			P		
			PCS		35/59			P		
			PCS		38/108			P		
			PCS	HP:0003584	15/26			P		
			PCS		77/86			P		
			PCS		15/1488			P		
			TAS		20/20		HP:0012828	P		
			IEA		5/13			C		
			IEA		2/10			C		
			PCS		22/36			P		
			PCS		35/36			P		
			PCS		22/23			C		
			PCS		29/33			C		
			PCS	HP:0030674	14/29			P		
			PCS	HP:0003593	13/24			P		
			PCS	HP:0011463	3/3		HP:0012828	P		
			PCS		700/1827			P		
			PCS	HP:0011462	1/6			P		
			PCS		19/20			C		
			PCS		13/15			C		
			IEA		6/12			P		
			PCS		3/7		HP:0025303	P		
			PCS	HP:0003623	2/7			P		
			PCS		1/6	MALE		P		
			PCS	HP:0011463	1/7			P		
			PCS	HP:0003577	45/45			P		
			PCS		33/41			P		
			IEA		28/35			P		
			PCS	HP:0003577	3/30			P		
			PCS	HP:0030674	3/5			P		
			PCS	HP:0003577	2/30			P		
			PCS		21/24			C		
			PCS	HP:0003593	4/28			P		
			PCS		1/15	MALE		P		
			PCS		13/34			P		
			PCS	HP:0030674	10/10			P		
			PCS		2/4		HP:0012828	P		
			PCS	HP:0003621	8/12			P		
			IEA				HP:0031796	P		
			PCS	HP:0003593	16/16			P		
			PCS		4/8		HP:0012825	P		
			TAS		4/5			P		
			IEA		2/2		HP:0012825	P		
			PCS	HP:0034198	1/1			P		
			IEA		8/13			C		
			PCS		9/9		HP:0012825	P		
			PCS	HP:0003581	13/13			P		
			PCS	HP:0003577	6/6		HP:0012832	P		
			PCS		26/69			P		
			IEA		30/63			P		
			IEA		17/69			P		
			PCS		8/68			C		
			PCS		38/52			P		
			PCS		38/68			C		
			PCS		17/69			P		
			IEA		54/54			P		
			PCS		15/68			C		
			PCS		4/68			C		
			PCS		48/69			P		
			PCS		3/68			C		
			PCS		11/69			P		
			PCS		51/54			P		
			IEA		12/54			P		
			PCS		53/56			P		
			PCS		4/69			P		
			IEA		6/8			P		
			PCS	HP:0003577	3/3		HP:0012829	P		
			PCS		24/24			C		
			PCS		9/23			P		
			PCS		2/7	MALE		P		
			PCS	HP:0003581	4/11			P		
			IEA		6/27			P		
			PCS		18/32			P		
			PCS		17/136			P		
			PCS		7/136			P		
			PCS		22/97			P		
			PCS		70/84			P		
			PCS		40/109			P		
			PCS		67/136			P		
			PCS		18/136			P		
			PCS		16/97			P		
			PCS		23/79			P		
			PCS		4/134			P		
			PCS		8/79			P		
			PCS		9/97			P		
			PCS		58/108			P		
			PCS		57/135			P		
			PCS		91/108			P		
			PCS		144/146		HP:0012828	P		
			PCS		124/136			P		
			PCS		40%			P		
			PCS	HP:0003623	4/11			P		
			PCS	HP:0003593	5/11			P		
			IEA		8/12			P		
			PCS		51/163			P		
			PCS		4/88			P		
			PCS		42/163			P		
			TAS		35%			P		
			TAS		4/12			P		
			TAS		10/12			P		
			TAS		11/58			P		
			PCS		18/31			C		
			TAS		4/11			C		
			TAS		4/9			P		
			PCS		19/33			C		
			PCS		11/37			C		
			PCS		54/58			P		
			PCS		43/45			P		
			PCS		1/6		HP:0012833	P		
			PCS		1/4		HP:0012833	P		
			PCS		7/7		HP:0012825	P		
			PCS		29/65			P		
			PCS		8/28	FEMALE		C		
			PCS		20/49			P		
			PCS	HP:0011463	48/49			P		
			PCS		11/126			P		
			PCS		19/126			P		
			PCS		5/62			P		
			PCS		35%			P		
			PCS		33%			P		
			IEA		10/20			P		
			TAS		44%			P		
			PCS		9/11	FEMALE		P		
			PCS		0/9	MALE		P		
			PCS		7/11	FEMALE		P		
			PCS		10/11	FEMALE		P		
			PCS		4/9	MALE		P		
			PCS		0/11	FEMALE		P		
			PCS		3/9	MALE		P		
			PCS		5/11	FEMALE		P		
			PCS		1/9	MALE		P		
			PCS		2/11	FEMALE		P		
			PCS		6/11	FEMALE		P		
			PCS		50/66			C		
			PCS	HP:0011461	22/66			P		
			PCS		16/66			C		
			PCS	HP:0003577	3/20			P		
			PCS		1/6		HP:0003676	P		
			TAS		4/11			P		
			PCS		37/38			P		
			PCS		18/38			P		
			IEA		7/38			P		
			IEA		2/38			P		
			PCS	HP:0011461	7/11			P		
			PCS		0/53			P		
			PCS		14/53			P		
			PCS		53/53			P		
			PCS		53/53			C		
			PCS		23/51			P		
			PCS		29/41			P		
			TAS		37%			P		
			TAS		55%			P		
			TAS		11%			P		
			TAS		6%			P		
			TAS		64%			P		
			PCS	HP:0003623	1/21			P		
			PCS	HP:0003623	12/19			P		
			TAS		6/20			P		
			PCS		13/14		HP:0025301	P		
			IEA		8/10			P		
			PCS		9/19			C		
			PCS		12/21			C		
			PCS		1/1		HP:0011010	P		
			PCS		27/62			P		
			PCS		28/62			P		
			PCS		49/62			P		
			PCS		47/62			P		
			PCS		26/62			P		
			PCS	HP:0011463	11/12			P		
			PCS	HP:0003577	7/10			P		
			PCS	HP:0011461	8/10			P		
			PCS		8/9		HP:0031796	P		
			PCS		4/29			C		
			PCS		1/7		HP:0012834	P		
			PCS		2/7		HP:0012825	P		
			PCS	HP:0003577	1/7		HP:0012832	P		
			PCS		4/7		HP:0012833	P		
			IEA		4/6			C		
			PCS		2/6		HP:0031796	P		
			PCS	HP:0011463	1/1		HP:0025303	P		
			PCS		4/4		HP:0025303	P		
			PCS	HP:0011462	19/19			P		
			PCS	HP:0003577	6/9			P		
			IEA		1/1	FEMALE		P		
			PCS		9/16			C		
			PCS	HP:0003581	15/15			P		
			PCS		17/20			C		
			IEA	HP:0030674	2/2			P		
			PCS		7/7		HP:0031375	P		
			PCS		3/6		HP:0012825	P		
			PCS	HP:0003621	11/14			P		
			PCS		14/51			P		
			PCS		44/52			P		
			PCS		38/56			P		
			PCS		43/53			P		
			PCS		61/65			P		
			PCS		50/76			P		
			PCS		13/39			P		
			PCS		75/83			P		
			PCS		29/55			P		
			PCS		58/63			P		
			PCS		38/54			P		
			PCS		51/58			P		
			PCS		1/2		HP:0011010	P		
			PCS	HP:0011463	11/11			P		
			PCS		66/67			P		
			PCS		6/66			P		
			PCS		13/52			P		
			PCS		51/52			P		
			PCS		65/66			P		
			PCS		3/80			P		
			PCS		25/68			P		
			PCS	HP:0034198	2/3			P		
			PCS		77.8%			P		
			PCS		14/433			P		
			PCS		56.8%			P		
			PCS		104/224			P		
			PCS		343/446			P		
			PCS		14/190			P		
			PCS	HP:0003593	79.1%			P		
			PCS		40.7%			P		
			PCS		109/383			P		
			PCS		379/480			P		
			PCS		9/395			P		
			PCS		68/96			P		
			PCS		34.6%			P		
			IEA		3/63			P		
			PCS		3/22	MALE		P		
			PCS		71/119			P		
			PCS		79.6%			P		
			PCS		22/221			P		
			PCS		193/332			P		
			PCS		59/233			P		
			PCS		105/244			P		
			PCS		272/613			P		
			IEA		23/63	MALE		P		
			PCS		51/123			P		
			PCS	HP:0003581	2/6			P		
			PCS				HP:0025377	P		
			PCS		6/88			P		
			PCS		2/48			P		
			PCS		29/45			P		
			PCS		61/88			P		
			PCS		33/68			P		
			PCS		32/64			P		
			PCS		2/80			P		
			PCS		36/88			P		
			PCS		18/80			P		
			PCS		7/80			P		
			PCS		5/80			P		
			PCS		15/48			P		
			PCS		48/70			P		
			PCS		15/80			P		
			PCS		8/48			P		
			PCS		23/59			P		
			PCS		54/88			P		
			PCS		42/61			P		
			PCS		27/48			P		
			PCS		18/77			P		
			PCS		25/30			C		
			PCS		4/30			C		
			PCS		1/30			C		
			PCS	HP:0003593	19/19			P		
			PCS		3/59			P		
			PCS		2/59			P		
			PCS		1/59			P		
			PCS		4/59			P		
			PCS		5/59			P		
			PCS		8/59			P		
			PCS	HP:0003593	15/17			P		
			PCS	HP:0003577	5/20			P		
			PCS	HP:0003623	9/18			P		
			IEA	HP:0003596				P		
			PCS		9/24			C		
			IEA	HP:0030674	1/2			P		
			PCS		4/14		HP:0012825	P		
			PCS		10/10		HP:0012825;HP:0012825	P		
			IEA		9/15			P		
			IEA		5/15			P		
			IEA		7/21			P		
			IEA		8/19			P		
			PCS		1/2	FEMALE		P		
			IEA		28/63			P		
			PCS		8/63			P		
			PCS		9/63			P		
			PCS		45/63			P		
			PCS		21/63			P		
			PCS		11/63			P		
			PCS		50/63			P		
			PCS		51/73			P		
			PCS		34/63			P		
			PCS		23/63			P		
